"","A","B","C"
"9893",1,1,1
"9894",1,1,1
"9895",1,0,1
"9896",1,1,1
"9897",0,0,0
"9898",1,1,1
"9899",1,1,1
"9900",0,1,1
"9901",0,0,0
"9902",1,0,1
"9903",0,1,1
"9904",0,1,1
"9905",1,1,1
"9906",1,1,1
"9907",1,1,1
"9908",0,1,0
"9909",0,0,0
"9910",1,1,1
"9911",1,1,1
"9912",1,1,1
"9913",0,0,0
"9914",1,1,1
"9915",1,1,1
"9916",1,0,1
"9917",1,1,1
"9918",0,0,0
"9919",0,0,1
"9920",1,0,1
"9921",1,1,1
"9922",1,1,1
"9923",1,1,1
"9924",1,1,1
"9925",1,1,1
"9926",0,0,1
"9927",1,1,1
"9928",1,0,0
"9929",1,1,1
"9930",0,1,1
"9931",1,1,1
"9932",0,1,1
"9933",1,1,1
"9934",1,1,1
"9935",1,1,1
"9936",1,1,1
"9937",0,1,1
"9938",1,0,0
"9939",0,1,0
"9940",0,0,1
"9941",0,0,0
"9942",1,1,1
"9943",0,0,0
"9944",0,1,0
"9945",1,0,0
"9946",0,0,1
"9947",1,1,1
"9948",0,0,0
"9949",1,1,1
"9950",1,1,1
"9951",1,1,1
"9952",0,1,1
"9953",1,0,1
"9954",0,0,0
"9955",0,0,0
"9956",1,1,1
"9957",0,0,0
"9958",1,1,1
"9959",0,1,1
"9960",1,1,1
"9961",1,0,1
"9962",1,0,1
"9963",1,1,1
"9964",1,1,1
"9965",1,1,1
"9966",1,1,1
"9967",1,1,1
"9968",1,1,1
"9969",1,1,1
"9970",1,1,1
"9971",0,0,0
"9972",0,0,1
"9973",1,1,1
"9974",1,1,1
"9975",1,0,1
"9976",1,1,1
"9977",1,1,1
"9978",0,1,1
"9979",1,1,1
"9980",0,0,0
"9981",0,0,0
"9982",0,1,1
"9983",1,1,1
"9984",0,0,0
"9985",1,1,1
"9986",0,0,0
"9987",0,0,1
"9988",0,0,0
"9989",0,0,0
"9990",1,1,1
"9991",1,1,1
"9992",1,1,1
"9993",1,1,1
"9994",0,0,0
"9995",0,0,0
"9996",1,1,1
"9997",1,1,1
"9998",0,0,0
"9999",0,1,0
"10000",0,0,0
